b|Apple Tree Toys                |8696 Elk Grove Blvd. #7  |Elk Grove          |CA|(916) 686-5565
b|Applegates Ltl Red Schoolhouse |3975 Durock Road         |Shingle Springs    |CA|(530) 672-2227
b|Aqua Maids Booster Club        |2260 Martin Ave.         |Santa Clara        |CA|(408) 988-9936
b|Arcias Storks Landing          |114 West Main St.        |Visalia            |CA|(559) 627-6762
b|Ark Toys Books & Crafts        |2986 Washington St.      |San Francisco      |CA|(415) 673-2529
b|Arnies Antique Toys            |23 Houston Lane          |Lodi               |CA|(209) 334-6101
b|Arthurs Toy Store              |4818 East Tulare Ave.    |Fresno             |CA|(559) 252-9365
b|Artists Doll                   |510 Waverley St.         |Palo Alto          |CA|(650) 324-1300
b|Attic                          |2445 Taraval St.         |San Francisco      |CA|(415) 661-3655
b|Aunt Julies Toys & Hobbies     |18 Petaluma Blvd. N      |Petaluma           |CA|(707) 762-7295
b|Aunt Sadies Dollhouse          |639 North Butte St.      |Willows            |CA|(530) 934-3206
b|B & J Toys And Gifts           |1641 East Ashlan Ave.    |Fresno             |CA|(559) 226-3050
b|Babes In Toyland Fmly          |3621 Loma Vista Ave.     |Oakland            |CA|(510) 531-2735
b|Baby News Store Salz For Chld  |710 Mangrove Ave.        |Chico              |CA|(530) 345-2229
b|Backer Street Puppets          |1119 West Shaw Ave.      |Fresno             |CA|(559) 226-7731
b|Barbie The Hall Of Fame        |433 Waverley St.         |Palo Alto          |CA|(650) 326-5841
b|Bargain Store                  |851 5th St. #S           |Gonzales           |CA|(831) 675-9466
b|Bass Lake Water Toys           |41892 Road 222           |Oakhurst           |CA|(559) 683-2209
b|Bay Breeze                     |362 1st St.              |Benicia            |CA|(707) 747-9403
b|Bay Street Dolls And Bears     |4127 Bay St.             |Fremont            |CA|(510) 490-0713
b|Bears, Basic Brown             |444 De Haro St. #141s    |San Francisco      |CA|(415) 626-0781
b|Beautiful Babes By Brunett     |48781 Road 200           |O Neals            |CA|(559) 868-3553
b|Bebes By Carol A Wyrick        |Box #1322                |Lodi               |CA|(209) 339-9955
b|Berkeley Hardware              |2145 University Avenue   |Berkeley           |CA|(510) 845-0410
b|Berliners Cornucopia           |530 F St.                |Eureka             |CA|(707) 444-2378
b|Bettys Toy Box & Gifts         |716 East Main St.        |Grass Valley       |CA|(530) 274-7229
b|Big Kids Toys                  |1509 Menlo Ave.          |Clovis             |CA|(559) 322-8697
b|Bingo West                     |8175 Alpine Ave.         |Sacramento         |CA|(916) 451-8435
b|Bittertoy Kennel               |30003 S Corral Hollow Rd |Tracy              |CA|(209) 836-2149
b|Bng Sponsored By Home          |2195 Monroe St.          |Santa Clara        |CA|(408) 261-2300
b|Bobbies Creations Puppet Maker |247 West Buckingham Way  |Fresno             |CA|(559) 225-4249
b|Bobs Toyland                   |2645 Marconi Ave.        |Sacramento         |CA|(916) 489-6363
b|Bouzas For Children            |7929 Greenback Lane      |Citrus Heights     |CA|(916) 722-4518
b|Brass Horse                    |615 San Pablo Ave.       |Albany             |CA|(510) 526-7522
b|Briscoes Dolls & Bears         |70 Main                  |Sutter Creek       |CA|(209) 267-0529
b|Burger Road                    |1625 Contra Costa Blvd.  |Pleasant Hill      |CA|(925) 798-5339
b|Busters Toy Shop               |3001 South State St.     |Ukiah              |CA|(707) 462-0799
b|Buzzy Mindz                    |711 Village Ct           |Santa Rosa         |CA|(707) 575-3773
b|By The Book                    |25825 Mission Blvd.      |Hayward            |CA|(510) 537-7200
b|Call Of The Wind               |107 Parkview Ter         |Vallejo            |CA|(707) 644-2520
b|Candy & Kites                  |1415 North Highway 1     |Bodega Bay         |CA|(707) 875-3777
b|Candy & Kites                  |25373 Steelhead Bl       |Duncans Mills      |CA|(707) 865-2829
b|Captron Home Entertainment     |127 Serramonte Center    |Daly City          |CA|(650) 991-9125
b|Carlmont Toys Hobbies & Crafts |1077 Alameda De Las Pul. |Belmont            |CA|(650) 595-4498
b|Carols Sew Clever              |4192 Bristlecone Way     |Livermore          |CA|(925) 449-6324
b|Carousel Gllry Antqs Dolls     |6931 Highway 9           |Felton             |CA|(831) 335-3076
b|Carousel Toys And Party        |2645 Marconi Ave.        |Sacramento         |CA|(916) 489-6363
b|Caterpillar Puppets Shows      |2060 Casa Grande St.     |Benicia            |CA|(707) 746-5597
b|Chan's Trains & Kits           |2450 Van Ness Avenue     |San Francisco      |CA|(415) 885-2899
b|Chelsea Square Antiques        |305 Downey Ave.          |Modesto            |CA|(209) 578-5504
b|Chesnuts Toys                  |1127 Hilltop Dr.         |Redding            |CA|(530) 221-8697
b|Childrens Garden               |451 Main St. #3          |Placerville        |CA|(530) 626-6525
b|Childrens Treasures            |130 East Napa St.        |Sonoma             |CA|(707) 996-0966
b|Chinatown Kite Shop            |717 Grant Ave.           |San Francisco      |CA|(415) 989-5182
b|Chosen Few                     |1100 Carver Road         |Modesto            |CA|(209) 544-6509
b|Cleopatras Market              |2210 S El Camino Real    |San Mateo          |CA|(650) 343-7272
b|Color Me Santa                 |2130 Upper Scenic Dr.    |Felton             |CA|(831) 335-9501
b|Colossal Comics                |516 Main St.             |Placerville        |CA|(530) 621-3909
b|Columbia Carpentry Shop        |22722 Main               |Columbia           |CA|(209) 532-0575
b|Come Fly A Kite                |125 Ocean View Blvd.     |Pacific Grove      |CA|(831) 647-8281
b|Cost For Less                  |3024 East Olive Ave.     |Fresno             |CA|(559) 268-8640
b|Country Toy Store              |65 Town                  |Palo Alto          |CA|(650) 327-6081
b|Coyote Vending & Dart Supplies |900 A St.                |Antioch            |CA|(925) 757-4518
b|Creative Bingo Supplies        |114 Skycrest Shpng Ctr   |San Bruno          |CA|(650) 872-0818
b|Creative Learning Aids         |163 South Washington St. |Sonora             |CA|(209) 532-2437
b|Crossing                       |25373 Steelhead Bl       |Duncans Mills      |CA|(707) 865-2829
b|Crusader Toys                  |Box #297                 |Grenada            |CA|(530) 436-2563
b|D & J Hobby                    |96 N. San Tomas Aquino   |Campbell           |CA|(408) 379-1696
b|D K Enterprises                |Box #2334                |Oakhurst           |CA|(559) 683-5515
b|Darlenes Dolls                 |101 Waldie Plz           |Antioch            |CA|(925) 706-8160
b|Dart Shop                      |1612 East Harding Way    |Stockton           |CA|(209) 464-3278
b|David Kay Inc.                 |170 Professional Ctr Dr. |Rohnert Park       |CA|(707) 585-9811
b|Dear Cee Cee Dolls And Designs |1038 Redwood Highway #1  |Mill Valley        |CA|(415) 381-7872
b|Debbies Doll Supply            |5000 Valley W Blvd. #G5  |Arcata             |CA|(707) 826-9188
b|Derby Bar                      |427 Elizabeth Way        |Woodland           |CA|(530) 666-1205
b|Diddlers Choice                |9213 Folsom Blvd.        |Sacramento         |CA|(916) 368-1842
b|Discount Store                 |807 C St. #104           |Fresno             |CA|(559) 229-1572
b|Discount Toys & Gifts          |3110 Railroad Ave.       |Redding            |CA|(530) 244-3980
b|Discover World                 |1424 Main St.            |Saint Helena       |CA|(707) 963-4146
b|Discovery Garden               |762 Freeman Lane #D      |Grass Valley       |CA|(530) 477-8331
b|Discovery Toys                 |3511 Delaware Ave.       |Stockton           |CA|(209) 463-8697
b|Discovery Toys                 |8325 Bradshaw Road       |Sacramento         |CA|(916) 682-5151
b|Discovery Toys Debra Tetz      |10215 Shady Dawn Lane    |Jamestown          |CA|(209) 984-4446
b|Discovery Toys Founding Sls    |2300 Contra Costa Blvd.  |Pleasant Hill      |CA|(925) 674-8697
b|Discovery Toys Inc.            |6400 Brisa               |Livermore          |CA|(925) 606-2600
b|Discovery Toys Melissa Andrews |4619 Charleston Dr.      |Carmichael         |CA|(916) 961-9755
b|Discovery Toys Patti Kishi     |9250 Walnut Ave.         |Winton             |CA|(209) 357-3993
b|Discovery Toys Sharon Rosa     |2032 Bavil Dr.           |Ceres              |CA|(209) 537-7448
b|Discovery Toys Terri Perino    |1429 Eagles Nest Lane    |Gilroy             |CA|(408) 847-7601
b|Disney Store Inc.              |174 Hillsdale Mall       |San Mateo          |CA|(650) 341-9121
b|Disney Stores                  |2855 Stevens Creek Blvd. |Santa Clara        |CA|(408) 241-7377
b|Doll Castle                    |415 Main St.             |Murphys            |CA|(209) 728-8755
b|Doll Connection                |944 Eve Ct               |Rohnert Park       |CA|(707) 584-9005
b|Doll Cottage                   |1637 Ladd Road           |Modesto            |CA|(209) 545-9277
b|Doll Creations                 |1987 Santa Rita Road     |Pleasanton         |CA|(925) 846-6120
b|Doll Haven                     |1401 North Clovis Ave.   |Fresno             |CA|(559) 255-6383
b|Doll Hospital                  |21780 Meekland Ave.      |Hayward            |CA|(510) 537-4959
b|Doll House                     |17490 Monterey St.       |Morgan Hill        |CA|(408) 779-7075
b|Doll House By Linda Galli      |40 Main                  |Sutter Creek       |CA|(209) 267-0506
b|Doll Makers                    |418 Main St.             |Woodland           |CA|(530) 661-9303
b|Doll Merchantile               |3 4th St.                |Petaluma           |CA|(707) 765-6935
b|Doll Nest                      |43315 Alta Acres Dr.     |Three Rivers       |CA|(559) 561-4891
b|Doll Room                      |17961 Madison Ave.       |Castro Valley      |CA|(510) 538-7770
b|Doll Store & More              |1201 1st St.             |Napa               |CA|(707) 258-2574
b|Doll Studio                    |433 Waverley St.         |Palo Alto          |CA|(650) 326-5841
b|Doll World                     |1014 Oak Hill Road       |Lafayette          |CA|(925) 283-2299
b|Dollhouse Factory              |1127 Chestnut St.        |Menlo Park         |CA|(650) 326-2496
b|Dolls & Accessories            |946 Mchenry Avenue #1    |Modesto            |CA|(209) 522-8090
b|Dolls & Gft Youll Love         |218 South School St.     |Lodi               |CA|(209) 334-9192
b|Dolls & Gifts                  |62 Lake Blvd. E          |Redding            |CA|(530) 243-3655
b|Dolls By Alinda                |5026 US Highway 140      |Mariposa           |CA|(209) 966-6271
b|Dolls Etc                      |88 Bahama Reef           |Novato             |CA|(415) 382-9160
b|Dolls In The Attic             |10095 East Louise Ave.   |Manteca            |CA|(209) 823-8803
b|Dolls In The Park              |5805 Labath Ave.         |Rohnert Park       |CA|(707) 585-7388
b|Dolls To Love                  |105 Town                 |Sunnyvale          |CA|(408) 739-7759
b|Dolly Delites                  |555 S. Cloverdale Blvd.  |Cloverdale         |CA|(707) 894-2180
b|Dollys Comic Books             |336 Broadway St.         |Chico              |CA|(530) 891-0349
b|Don Toy Farmers Insurance      |648 Taraval St.          |San Francisco      |CA|(415) 681-0434
b|Doodlebug Hobbies              |106 Third St., Suite L   |San Juan Bautista  |CA|(831) 623-1088
b|Doodletop Workshop             |Carmel                   |Carmel             |CA|(831) 622-9854
b|Dragons Treasure               |35149 Newark Blvd.       |Newark             |CA|(510) 796-6154
b|Earlenes Precious Creations    |62 Lake Blvd. E          |Redding            |CA|(530) 243-3655
b|Early Work Learning Tools      |215 Water St.            |Petaluma           |CA|(707) 765-1993
b|Earth The Nature & Science Co  |316 Broad St.            |Nevada City        |CA|(530) 265-0448
b|Eastbay Dolls & Collectibles   |37721 Niles Blvd.        |Fremont            |CA|(510) 792-2559
b|Echo From The Woods            |115 Capitola Road        |Santa Cruz         |CA|(831) 479-8080
b|Eden Toys Inc.                 |699 8th St.              |San Francisco      |CA|(415) 252-1255
b|Educational Exchange           |600 35th Ave.            |San Francisco      |CA|(415) 752-3302
b|Educational Stuff Inc.         |908 South Main St.       |Salinas            |CA|(831) 422-5044
b|Edwards Toys And Gifts         |849 Kearny St.           |San Francisco      |CA|(415) 433-3463
b|El Camino Athletics Boosters   |2929 Fulton Ave.         |Sacramento         |CA|(916) 482-9668
b|Ellis Doll House               |629 Haight Ave.          |Alameda            |CA|(510) 521-0600
b|Enchanted Forest               |4100 Pine St.            |Dunsmuir           |CA|(530) 235-0441
b|Endless Wld Cards Comics       |533 Balboa St.           |San Francisco      |CA|(415) 668-2939
b|Eric Lansdown                  |Hunters Point            |San Francisco      |CA|(415) 822-1325
b|Eva Mae Doll Co                |1931 15th St.            |San Pablo          |CA|(510) 235-3056
b|Executive Toys Inc.            |15520 Quito Road         |Los Gatos          |CA|(408) 354-3577
b|Fairy Tale Factory             |2626 Station Ave.        |Atwater            |CA|(209) 358-8589
b|Fantasy Doll Creations         |4420 Del Rio Road        |Sacramento         |CA|(916) 731-5439
b|Fantasy Game World             |336 Broadway St.         |Chico              |CA|(530) 345-3115
b|Fashion World                  |3065 East Tulare Ave.    |Fresno             |CA|(559) 498-0708
b|Fayes Dolls                    |15492 Aven #296          |Visalia            |CA|(559) 627-3588
b|Feightner, Larry               |621 Brighton St.         |Grass Valley       |CA|(530) 272-1240
b|Final Frontier                 |7411 Monterey St.        |Gilroy             |CA|(408) 847-1050
b|Fluff North Stuff Gifts&Dolls  |732 Sutter St.           |Folsom             |CA|(916) 985-4497
b|For Dolls Only                 |Box #1365                |Clearlake          |CA|(707) 995-9501
b|Fortune Toys                   |1751 Fortune Dr.         |San Jose           |CA|(408) 432-1999
b|Fowlers Toys                   |2231 J St.               |Sacramento         |CA|(916) 444-2933
b|Franciscan Hobbies             |1920-A Ocean Avenue      |San Francisco      |CA|(415) 584-3919
b|Freddies Porcelain Dolls       |813 Davis St.            |Vacaville          |CA|(707) 453-1152
b|Fun And Games                  |3646 Bel Aire Plz        |Napa               |CA|(707) 257-1468
b|G And West Darts               |7214 Florin Mall Dr.     |Sacramento         |CA|(916) 421-8675
b|G And West Darts Power Inn     |6441 Power Inn Road      |Sacramento         |CA|(916) 381-8601
b|Game Alot Toys & Games         |1526 Pacific Ave.        |Santa Cruz         |CA|(831) 429-9696
b|Game Gallery                   |1 Embarcadero Center     |San Francisco      |CA|(415) 433-4263
b|Game Gallery                   |8920 Northgate Mall      |San Rafael         |CA|(415) 479-8118
b|Game Gallery                   |Ocean Ave.               |Carmel             |CA|(831) 625-1771
b|Game Gallery                   |Stonestown Galleria      |San Francisco      |CA|(415) 664-4263
b|Game Gallery                   |Valley Fair Shopping     |Santa Clara        |CA|(408) 241-4263
b|Game Keeper                    |10123 N. Wolfe Rd.       |Cupertino          |CA|(408) 257-5010
b|Game Keeper                    |1256 Stoneridge Mall     |Pleasanton         |CA|(925) 416-1660
b|Game Keeper                    |159 Sun Valley Mall      |Concord            |CA|(925) 686-3553
b|Game Keeper                    |188 Blossom Hill Road    |San Jose           |CA|(408) 578-2802
b|Game Keeper                    |250 Hillsdale Mall       |San Mateo          |CA|(650) 312-8548
b|Game Warden                    |107 Peabody Road         |Vacaville          |CA|(707) 446-8248
b|Gamekeeper                     |545 Downtown Plz         |Sacramento         |CA|(916) 444-2540
b|Games & Things                 |400 Del Monte Shpng Ctr  |Monterey           |CA|(831) 375-3336
b|Games & Things                 |8920 Northgate Mall      |San Rafael         |CA|(415) 461-9696
b|Games 2000                     |1262 Hollyhock St.       |Livermore          |CA|(925) 455-8233
b|Games Of Berkeley              |2010 Shattuck Ave.       |Berkeley           |CA|(510) 540-7822
b|Games People Play              |695 Bridgeway            |Sausalito          |CA|(415) 332-4151
b|Games Unlimited                |1975 Diamond Blvd. #120c |Concord            |CA|(925) 798-1176
b|Games Unlimited                |606 Sycamore Valley Rd W |Danville           |CA|(925) 838-6358
b|Gamescape                      |333 Divisadero St.       |San Francisco      |CA|(415) 621-4263
b|Gamescape                      |465 South California Ave |Palo Alto          |CA|(650) 322-4263
b|Gaming Concepts Inc.           |Box #11367               |South Lake Tahoe   |CA|(530) 577-9496
b|Gator Games & Hobby            |4212 Olympic Ave.        |San Mateo          |CA|(650) 571-7529
b|Gently Down The Stream         |219 Mount Hermon Road #D |Scotts Valley      |CA|(831) 439-0680
b|Ghirardelli Square             |900 North Point St.      |San Francisco      |CA|(415) 673-4559
b|Giant Steps Child Books & Toys |39199 Farwell Dr.        |Fremont            |CA|(510) 793-1979
b|Gift & Toys                    |5353 Almaden Expy        |San Jose           |CA|(408) 266-9896
b|Gifts & Toys                   |12000 Berryessa Road     |San Jose           |CA|(408) 452-0760
b|Gil & Karens Toybox            |3975 Kim Ct              |Sebastopol         |CA|(707) 823-8128
b|Ginsbergs Pub                  |400 Bay St.              |San Francisco      |CA|(415) 771-3760
b|Goldstrike Realty              |3795 Highway 4           |Angels Camp        |CA|(209) 736-4000
b|Good Samaritan Toys            |625 West Macarthur Blvd. |Oakland            |CA|(510) 601-8234
b|Gordon Toy Company             |1960 Cherokee Road       |Stockton           |CA|(209) 948-9309
b|Gospel Puppetry & Visuals      |Box #23199               |Sacramento         |CA|(916) 422-7001
b|Grand Illusions                |7704 Fair Oaks Blvd.     |Carmichael         |CA|(916) 944-4708
b|Grand Slam North               |796 18th St.             |Arcata             |CA|(707) 826-9241
b|Grau Hall Scientific           |6501 Elvas Ave.          |Sacramento         |CA|(916) 455-5258
b|Great Gifts                    |1450 Koll Cir #110       |San Jose           |CA|(408) 453-8369
b|Griffon Software & Games       |1707 South Bascom Ave.   |Campbell           |CA|(408) 371-0321
b|Gunning's Hobbies              |550 San Anselmo Avenue   |San Anselmo        |CA|(415) 454-3087
b|Handlebar Toys                 |3535 Plaza Way           |Lafayette          |CA|(925) 284-4631
b|Hands On                       |815 East Main St.        |Turlock            |CA|(209) 632-5101
b|Hanford Doll Hospital          |108 East 8th St.         |Hanford            |CA|(559) 582-2376
b|Harbor Kites                   |1415 North Highway 1     |Bodega Bay         |CA|(707) 875-3777
b|Harding Way News Stand         |113 West Harding Way     |Stockton           |CA|(209) 464-7514
b|Hatch                          |45567 Industrial Pl      |Fremont            |CA|(510) 490-8846
b|Hearthsong Inc.                |156 North Main St.       |Sebastopol         |CA|(707) 829-0944
b|Hearthsong Inc.                |170 Professional Ctr Dr. |Rohnert Park       |CA|(707) 585-9711
b|Heritage Wood Products         |840 South Central Ave.   |Lodi               |CA|(209) 368-7627
b|High As A Kite                 |Box #141                 |Inverness          |CA|(415) 669-1830
b|Hobby Arena                    |38690 South Highway 1    |Gualala            |CA|(707) 884-1749
b|Hobby House                    |2911 F St.               |Eureka             |CA|(707) 445-0310
b|Hocus Pocos Magic & Novelty    |130 West Shaw Ave.       |Clovis             |CA|(559) 322-8841
b|Holt Linda Barbie              |1141 Belfair Dr.         |Pinole             |CA|(510) 724-1855
b|Hondas Toys & Trucks           |4090 Santa Rosa Ave.     |Santa Rosa         |CA|(707) 585-8853
b|Howl North Wolf Darts          |4904 Auburn Bl           |McClellan AFB      |CA|(916) 332-3953
b|Hui Kai Sing Co                |2154 Irving St.          |San Francisco      |CA|(415) 566-6230
b|I Q Games Etc                  |2005 Crow Canyon Pl      |San Ramon          |CA|(925) 277-1102
b|Ians Games                     |301 Georgia St.          |Vallejo            |CA|(707) 552-7127
b|Images In Motion               |720 Ladera Dr.           |Sonoma             |CA|(707) 996-9714
b|Imaginarium                    |101 Stanford Shpng Ctr   |Palo Alto          |CA|(650) 321-4152
b|Imaginarium                    |1145 Broadway Plz        |Walnut Creek       |CA|(925) 932-2040
b|Imaginarium                    |1224 Stoneridge Mall     |Pleasanton         |CA|(925) 463-9777
b|Imaginarium                    |1546 Redwood Highway     |Corte Madera       |CA|(415) 927-1312
b|Imaginarium                    |182 Blossom Hill Road    |San Jose           |CA|(408) 629-7498
b|Imaginarium                    |3251 20th Ave.           |San Francisco      |CA|(415) 566-4111
b|Imaginarium                    |3535 California St.      |San Francisco      |CA|(415) 387-9885
b|Imaginarium                    |428 Sun Valley Mall      |Concord            |CA|(925) 798-4306
b|Inner Circle Darts             |1065 West El Camino Real |Mountain View      |CA|(650) 965-2212
b|Intempo Toys                   |Route 1                  |Palo Alto          |CA|(650) 324-2502
b|Iq Games Etc                   |4506 Las Positas Road    |Livermore          |CA|(925) 443-4263
b|Irick Designs                  |1219 Ralston Ave.        |Belmont            |CA|(650) 593-3543
b|J C Research                   |1580 Oakland Road        |San Jose           |CA|(408) 436-0807
b|J Goldsmith Antiques           |1924 Polk St.            |San Francisco      |CA|(415) 771-4055
b|J J Omurphys                   |419 Main St.             |Murphys            |CA|(209) 728-2678
b|J R L Toys                     |23158 Bernhardt St.      |Hayward            |CA|(510) 483-6256
b|J&M Hobby House                |1660 Laurel Avenue       |San Carlos         |CA|(650) 593-5019
b|Jackson Station Toys & Trains  |525 S State Hwy 49 #4    |Jackson            |CA|(209) 223-4560
b|Janeens Doll House & Toy Box   |1300 Central Blvd.       |Brentwood          |CA|(925) 516-1280
b|Japan Video Games Center       |1108 Irving St.          |San Francisco      |CA|(415) 661-8745
b|Jean & Beas Toys U Nu          |37769 Niles Blvd.        |Fremont            |CA|(510) 793-2848
b|Jeanettas Dolls                |Box #14804               |Oakland            |CA|(510) 436-4418
b|Jeffrey Toy Lee Insurance      |Box #2094                |Sacramento         |CA|(916) 446-1637
b|Jeffreys Toys                  |7 3rd St.                |San Francisco      |CA|(415) 546-6551
b|Jensens Antq Dolls Bears       |14227 State Highway 49   |Amador City        |CA|(209) 267-5639
b|John Ts                        |1419 Travis Blvd.        |Fairfield          |CA|(707) 426-5566
b|John Ts                        |S Mooney Blvd.           |Visalia            |CA|(559) 627-9252
b|Joys Place                     |5022 US Highway 140      |Mariposa           |CA|(209) 742-7079
b|Judi Lees Presents & Pastimes  |14900 Blue Bell Road W   |Sonora             |CA|(209) 532-1707
b|Judys & Frans Country Doll Ctg |6025 Roblar Road         |Petaluma           |CA|(707) 664-0501
b|Just For Kids Toys & Furniture |3662 Broadway            |Oakland            |CA|(510) 428-1393
b|Just Friends                   |3401 Dale Road           |Modesto            |CA|(209) 577-6025
b|K & North Mini Center          |1725 Taraval St.         |San Francisco      |CA|(415) 759-0605
b|K-Mart                         |                         |Daly City          |CA|(650) 997-3161
b|K-Mart                         |                         |Fremont            |CA|(510) 713-7152
b|K-Mart                         |                         |Gilroy             |CA|(408) 847-4197
b|K-Mart                         |                         |San Jose           |CA|(408) 253-6379
b|K-Mart                         |                         |San Jose           |CA|(408) 259-2414
b|K-Mart                         |                         |San Jose           |CA|(408) 298-4650
b|K-Mart                         |                         |San Jose           |CA|(408) 578-4117
b|K-Mart                         |1050 N Davis Rd          |Salinas            |CA|(831) 757-3601
b|K-Mart                         |1122 E Stanley Blvd.     |Livermore          |CA|(925) 455-6540
b|K-Mart                         |1155 Veterans Blvd.      |Redwood City       |CA|(650) 364-5003
b|K-Mart                         |1200 El Camino Real      |Colma              |CA|(650) 756-7440 
b|K-Mart                         |13222 San Pablo Ave      |San Pablo          |CA|(510) 232-1822
b|K-Mart                         |1454 Fruitdale Ave       |San Jose           |CA|(408) 275-8946
b|K-Mart                         |150 Beach Rd             |Marina             |CA|(831) 384-9816
b|K-Mart                         |1590 Canyon Del Rey Blvd.|Seaside            |CA|(831) 394-6523
b|K-Mart                         |1700 S Delaware St       |San Mateo          |CA|(650) 571-6177
b|K-Mart                         |1702 Freedom Blvd.       |Freedom            |CA|(831) 728-9324
b|K-Mart                         |1951 Somersville Rd      |Antioch            |CA|(925) 754-5600
b|K-Mart                         |2323 McKee Rd            |San Jose           |CA|(408) 259-6790
b|K-Mart                         |250 Floresta Blvd.       |San Leandro        |CA|(510) 895-6363
b|K-Mart                         |2600 41st Ave            |Soquel             |CA|(831) 476-2600
b|K-Mart                         |26231 Mission Blvd.      |Hayward            |CA|(510) 582-3884
b|K-Mart                         |270 Mount Hermon Rd      |Scotts Valley      |CA|(831) 438-0545
b|K-Mart                         |3625 E 18th St           |Antioch            |CA|(925) 777-0145
b|K-Mart                         |3700 El Camino Real      |Santa Clara        |CA|(408) 247-2400
b|K-Mart                         |491 Tres Pinos Rd        |Hollister          |CA|(831) 637-5730
b|K-Mart                         |5100 Clayton Rd          |Concord            |CA|(925) 671-2000
b|K-Mart                         |5401 Thornton Ave        |Newark             |CA|(510) 796-0330
b|K-Mart                         |681 Lincoln Ave          |Napa               |CA|(707) 224-6544
b|K-Mart                         |77 Chilpancingo Pkwy     |Pleasant Hill      |CA|(925) 825-7100
b|K-Mart                         |860 E Dunne Ave          |Morgan Hill        |CA|(408) 776-9113
b|K-Mart                         |890 Blossom Hill Rd      |San Jose           |CA|(408) 225-2102
b|K-Mart                         |975 S De Anza Blvd.      |San Jose           |CA|(408) 253-6350
b|Kaleidoscope                   |1820 41st Ave.           |Capitola           |CA|(831) 475-0210
b|Kennedy's Train Shop           |35201 Newark Boulevard   |Newark             |CA|(510) 796-3372
b|Kern Toy Design                |739 Bryant St.           |San Francisco      |CA|(415) 543-6636
b|Kiddie World Toys              |3825 Clares St.          |Capitola           |CA|(831) 476-1100
b|Kids Go Round Cnsnmt Wrhse     |75 Executive Ave.        |Rohnert Park       |CA|(707) 585-8795
b|Kimono My House                |1424 62nd St.            |Emeryville         |CA|(510) 428-0922
b|Kinder Toys                    |1974 Union St.           |San Francisco      |CA|(415) 673-1780
b|Kit & Caboodle                 |1404 Solano Avenue       |Albany             |CA|(510) 524-9942
b|Kit & Caboodle                 |550 El Cerrito Plz       |El Cerrito         |CA|(510) 524-9942
b|Kit & Caboodle                 |El Cerrito Plaza         |El Cerrito         |CA|(510) 524-9924
b|Kite City                      |1025 Front St.           |Sacramento         |CA|(916) 443-3478
b|Kites & Things                 |10123 N. Wolfe Rd. #2106 |Cupertino          |CA|(408) 255-6695
b|Kitty North Friends            |10123 N. Wolfe Rd.       |Cupertino          |CA|(408) 255-4912
b|Knights Video Games            |39257 Cedar Blvd.        |Newark             |CA|(510) 792-0444
b|Know Ware                      |27 Pomona St.            |San Francisco      |CA|(415) 822-1654
b|Lakeshore Learning Materials   |1144 Montague St.        |San Leandro        |CA|(510) 483-9750
b|Lam Wholesale Toys             |325 Pine St.             |Galt               |CA|(209) 745-7650
